source,target,relation
PROF_1135,ORG:Hong Kong University Of Science And Technology,Studied at
PROF_1135,ORG:Sun Yat Sen University,Studied at
PROF_1135,ORG:The University Of Texas At,Studied at
PROF_1135,EDU:B.A,Has degree
PROF_1135,EDU:M.S,Has degree
PROF_1135,EDU:Ph.D,Has degree
PROF_1135,SUBJECT:China,Teaches
PROF_1135,SUBJECT:Global China Studies,Teaches
PROF_1135,SUBJECT:Government,Teaches
PROF_1135,SUBJECT:Science and Technology,Teaches
PROF_1135,SUBJECT:Social Science,Teaches
PROF_1135,SUBJECT:Sociology in Sun Yat-sen University,Teaches
PROF_1135,SUBJECT:Statistics,Teaches
PROF_1135,SUBJECT:Texas at Austin,Teaches
PROF_1136,SUBJECT:Contemporary Art,Teaches
PROF_1136,ORG:Abc Cult,Worked at
PROF_1136,ORG:Art Advisory Services,Worked at
PROF_1136,ORG:Contemporary Art,Worked at
PROF_1136,ORG:De E,Worked at
PROF_1136,ORG:Ltb Media New York,Worked at
PROF_1136,ORG:Ok Diario,Worked at
PROF_1136,ORG:Rant Publications New,Worked at
PROF_1136,LOC:Art,Worked in
PROF_1136,LOC:Dubai,Worked in
PROF_1136,LOC:Greece,Worked in
PROF_1136,LOC:Israel,Worked in
PROF_1136,LOC:Italy,Worked in
PROF_1136,LOC:Latin America,Worked in
PROF_1136,LOC:London,Worked in
PROF_1136,LOC:Madrid,Worked in
PROF_1136,LOC:New York,Worked in
PROF_1136,LOC:Portugal,Worked in
PROF_1136,LOC:Santander,Worked in
PROF_1136,LOC:Spain,Worked in
PROF_1136,LOC:Switzerland,Worked in
PROF_1136,LOC:Uae,Worked in
PROF_1136,LOC:United States,Worked in
PROF_1136,LOC:Us East Coast,Worked in
PROF_1136,LOC:Uto,Worked in
PROF_1136,LOC:York,Worked in
PROF_1137,ORG:Commercial Law,Studied at
PROF_1137,ORG:Commission For The Future Of Legal Services,Studied at
PROF_1137,ORG:Europa Institut At,Studied at
PROF_1137,ORG:European Journal Of Legal Education,Studied at
PROF_1137,ORG:European Law Faculties Association,Studied at
PROF_1137,ORG:Iba Academic And Professional Development Committee,Studied at
PROF_1137,ORG:International Bar Association,Studied at
PROF_1137,ORG:Pérez Llorca,Studied at
PROF_1137,ORG:Pérez Llorca & Ie,Studied at
PROF_1137,ORG:Saarland University,Studied at
PROF_1137,EDU:MBA,Has degree
PROF_1137,EDU:Ph.D,Has degree
PROF_1137,SUBJECT:European Studies from the Europa-Institut at Saarland University in Germany,Teaches
PROF_1137,SUBJECT:Legal Education,Teaches
PROF_1137,SUBJECT:Legal Services,Teaches
PROF_1137,SUBJECT:Social Sciences from IE University,Teaches
PROF_1137,LOC:Llor,Worked in
PROF_1137,LOC:Pérez,Worked in
PROF_1138,ORG:Escuela Organizacion Industrial,Studied at
PROF_1138,ORG:Universidad Complutense Madrid,Studied at
PROF_1138,SUBJECT:International Management,Teaches
PROF_1138,ORG:Centro Estudios Financieros,Worked at
PROF_1138,ORG:Dgi International Relations,Worked at
PROF_1138,ORG:European Commision,Worked at
PROF_1138,ORG:Mater Salvatoris School,Worked at
PROF_1138,ORG:Sema Group,Worked at
PROF_1138,ORG:Transafrica Group,Worked at
PROF_1138,LOC:Brussels,Worked in
PROF_1138,LOC:Spain,Worked in
PROF_1139,ORG:Ecole Nationale Superieure Des Mines,Studied at
PROF_1139,ORG:Lidera For Women,Studied at
PROF_1139,ORG:Massachusetts Institute Of Technology,Studied at
PROF_1139,ORG:Sloan School Of Management,Studied at
PROF_1139,ORG:Universidad Politécnica,Studied at
PROF_1139,EDU:MBA,Has degree
PROF_1139,SUBJECT:Eco-industries,Teaches
PROF_1139,SUBJECT:Engineering,Teaches
PROF_1139,SUBJECT:Technology - Sloan School of Management -Innovation,Teaches
PROF_1139,ORG:Ara. Com,Worked at
PROF_1139,ORG:Banco Santander,Worked at
PROF_1139,ORG:Boston Scientific,Worked at
PROF_1139,ORG:L Oréal,Worked at
PROF_1139,LOC:Amsterdam,Worked in
PROF_1139,LOC:Arteixo,Worked in
PROF_1139,LOC:France,Worked in
PROF_1139,LOC:Madrid,Worked in
PROF_1139,LOC:Netherlands,Worked in
PROF_1139,LOC:Paris,Worked in
PROF_1139,LOC:Spain,Worked in
PROF_1140,ORG:American University,Studied at
PROF_1140,ORG:Carlson School Of Management,Studied at
PROF_1140,ORG:Esade Business School,Studied at
PROF_1140,ORG:University Of Minnesota,Studied at
PROF_1140,EDU:PhD,Has degree
PROF_1140,SUBJECT:Cairo,Teaches
PROF_1140,SUBJECT:Management,Teaches
PROF_1140,SUBJECT:Minnesota,Teaches
PROF_1140,ORG:Alboroug Company For Construction And Development,Worked at
PROF_1140,LOC:Cairo,Worked in
PROF_1140,LOC:Egypt,Worked in
PROF_1141,ORG:Academic Bac,Studied at
PROF_1141,ORG:Universidad Rey Juan Carlos,Studied at
PROF_1141,ORG:Universidad de Navarra,Studied at
PROF_1141,EDU:PHD,Has degree
PROF_1141,ORG:Elizalde & Barrie,Worked at
PROF_1141,LOC:Arrigues,Worked in
PROF_1142,ORG:Arts And Design,Studied at
PROF_1142,ORG:Design Academy Of Ein,Studied at
PROF_1142,ORG:Ied Madrid,Studied at
PROF_1142,ORG:Ucm Universidad Complutense De Madrid,Studied at
PROF_1142,EDU:Bachelor in Product Design,Has degree
PROF_1142,EDU:MBA,Has degree
PROF_1142,EDU:Ph.D,Has degree
PROF_1142,SUBJECT:Arts and Design,Teaches
PROF_1142,SUBJECT:Eindhoven,Teaches
PROF_1142,SUBJECT:Fine Arts,Teaches
PROF_1142,SUBJECT:Product Design,Teaches
PROF_1142,ORG:Art Design Studio,Worked at
PROF_1142,ORG:Cinema Parentesi,Worked at
PROF_1142,ORG:Design Studio,Worked at
PROF_1142,ORG:Lavernia & Cienfuegos,Worked at
PROF_1142,ORG:Molto Molto Fuori,Worked at
PROF_1142,ORG:Studio La Cube,Worked at
PROF_1143,ORG:& Management Science,Studied at
PROF_1143,ORG:Academic Exchange,Studied at
PROF_1143,ORG:Antonio De Murcia,Studied at
PROF_1143,ORG:Egade Business School,Studied at
PROF_1143,ORG:Esade Business School,Studied at
PROF_1143,ORG:Hhl Leipzig Graduate School Of Management,Studied at
PROF_1143,ORG:Instituto Tecnológico Y De Estudios Superiores De Monterrey,Studied at
PROF_1143,ORG:Om University Of Applied Sciences,Studied at
PROF_1143,ORG:Universidad Católica,Studied at
PROF_1143,EDU:Bachelor in International Management,Has degree
PROF_1143,EDU:MBA,Has degree
PROF_1143,EDU:Master in Management,Has degree
PROF_1143,EDU:Master in Research Methodology & Management Science,Has degree
PROF_1143,EDU:Ph.D,Has degree
PROF_1143,SUBJECT:Applied Sciences,Teaches
PROF_1143,SUBJECT:International Management,Teaches
PROF_1143,SUBJECT:Management,Teaches
PROF_1143,SUBJECT:Marketing,Teaches
PROF_1143,SUBJECT:Research Methodology & Management Science,Teaches
PROF_1143,ORG:Controlling & Finance,Worked at
PROF_1143,ORG:Gira Giersiepen Gmbh & Co. Kg,Worked at
PROF_1143,ORG:International Marketing,Worked at
PROF_1143,ORG:Ira Giersiepen Gmbh & Co,Worked at
PROF_1143,ORG:Ira Giersiepen Gmbh & Co. Kg,Worked at
PROF_1143,ORG:Walbusch Walter Busch Gmbh & Co,Worked at
PROF_1143,ORG:Ülsta Furniture Uk Ltd,Worked at
PROF_1143,LOC:Colombia,Worked in
PROF_1143,LOC:Germany,Worked in
PROF_1143,LOC:Mexico,Worked in
PROF_1143,LOC:United Kingdom,Worked in
PROF_1144,ORG:Arizona State University,Studied at
PROF_1144,ORG:University Of East London,Studied at
PROF_1144,EDU:B.S,Has degree
PROF_1144,EDU:MBA,Has degree
PROF_1144,EDU:MSc,Has degree
PROF_1144,SUBJECT:Applied Positive Psychology,Teaches
PROF_1144,SUBJECT:Bioengineering,Teaches
PROF_1144,SUBJECT:Business Administration,Teaches
PROF_1144,SUBJECT:East London,Teaches
PROF_1144,ORG:Optima Universitas,Worked at
PROF_1144,ORG:Saint Louis University,Worked at
PROF_1144,LOC:Madrid,Worked in
PROF_1144,LOC:Spain,Worked in
PROF_1145,ORG:Gender Analysis For International Development,Studied at
PROF_1145,ORG:Osgoode Hall Law School,Studied at
PROF_1145,ORG:University Of East Anglia,Studied at
PROF_1145,EDU:LLM,Has degree
PROF_1145,EDU:PhD,Has degree
PROF_1145,SUBJECT:Gender Analysis for International Development from the University of East Anglia,Teaches
PROF_1146,ORG:Ecole Nationale Supérieure De Physique De Strasbourg,Studied at
PROF_1146,SUBJECT:Physics,Teaches
PROF_1146,ORG:La Franaise Des Jeux,Worked at
PROF_1146,ORG:Oracle Emea,Worked at
PROF_1146,ORG:Oracle France,Worked at
PROF_1146,ORG:Oracle Iberica,Worked at
PROF_1146,ORG:Tse Data Management Ex,Worked at
PROF_1146,LOC:France,Worked in
PROF_1146,LOC:Spain,Worked in
PROF_1147,ORG:Asian College Of Journalism,Studied at
PROF_1147,ORG:Banaras Hindu University,Studied at
PROF_1147,ORG:Cardiff University,Studied at
PROF_1147,ORG:Ceramic Engineering,Studied at
PROF_1147,ORG:Indian Institute Of Technology,Studied at
PROF_1147,ORG:Mass Communications,Studied at
PROF_1147,ORG:Peace Justice And Strong Institutions,Studied at
PROF_1147,ORG:Sustainable Cities And Communities,Studied at
PROF_1147,ORG:University Of Iowa,Studied at
PROF_1147,EDU:M.A,Has degree
PROF_1147,EDU:Ph.D,Has degree
PROF_1147,SUBJECT:Ceramic Engineering,Teaches
PROF_1147,SUBJECT:Iowa,Teaches
PROF_1147,SUBJECT:Journalism,Teaches
PROF_1147,SUBJECT:Mass Communications,Teaches
PROF_1147,SUBJECT:Technology,Teaches
PROF_1148,ORG:Delhi University,Studied at
PROF_1148,ORG:Investment Analysis,Studied at
PROF_1148,EDU:Bachelor in Finance and Investment Analysis,Has degree
PROF_1148,EDU:MBA,Has degree
PROF_1148,SUBJECT:Business Excellence,Teaches
PROF_1148,SUBJECT:Finance and Investment Analysis,Teaches
PROF_1148,ORG:Defence Research,Worked at
PROF_1148,ORG:Lifestrong Coaching,Worked at
PROF_1148,ORG:Startup Lab,Worked at
PROF_1148,ORG:Startups Made In,Worked at
PROF_1148,ORG:Up Lab,Worked at
PROF_1148,LOC:Spain,Worked in
PROF_1149,ORG:Al Balqa Applied University,Studied at
PROF_1149,ORG:University Of Autónoma De Madrid,Studied at
PROF_1149,ORG:University Of Jordan,Worked at
PROF_1149,EDU:Ph.D,Has degree
PROF_1149,SUBJECT:Computer Engineering and telecommunication,Teaches
PROF_1149,SUBJECT:Jordan,Teaches
PROF_1149,ORG:Computer C,Worked at
PROF_1149,ORG:Electronic Arts,Worked at
PROF_1149,ORG:Instituto Audi De Madrid,Worked at
PROF_1149,LOC:Iraq,Worked in
PROF_1149,LOC:Jordan,Worked in
PROF_1150,ORG:Bfa Fine Arts,Studied at
PROF_1150,ORG:Design Academy Eindhoven,Studied at
PROF_1150,ORG:Universidad Complutense de Madrid,Studied at
PROF_1150,ORG:Art Design & Research Studio,Worked at
PROF_1150,ORG:Museum Of Contemporary Art Of,Worked at
PROF_1150,ORG:Philips Design Probes,Worked at
PROF_1150,ORG:R & D,Worked at
PROF_1150,ORG:Thought Collider,Worked at
PROF_1150,LOC:Castille And León,Worked in
PROF_1150,LOC:Spain,Worked in
PROF_1150,LOC:The Netherlands,Worked in
PROF_1152,ORG:Academic Ba,Studied at
PROF_1152,ORG:And Csr,Studied at
PROF_1152,ORG:Northeastern University,Studied at
PROF_1152,ORG:Universidad Pontificia De Comillas,Studied at
PROF_1152,EDU:Bachelor in Business Administration,Has degree
PROF_1152,EDU:Master in Sustainability and CSR,Has degree
PROF_1152,EDU:Ph.D,Has degree
PROF_1152,SUBJECT:Business Administration,Teaches
PROF_1152,SUBJECT:Sustainability and CSR,Teaches
PROF_1152,SUBJECT:Sustainable Finance,Teaches
PROF_1152,ORG:Banco Ur,Worked at
PROF_1152,ORG:Banco Urqui,Worked at
PROF_1152,ORG:Ccf Charterhouse,Worked at
PROF_1152,ORG:Equity Research Department,Worked at
PROF_1152,ORG:Equity Research Financial Analysis,Worked at
PROF_1152,ORG:M & A,Worked at
PROF_1152,ORG:Research Department,Worked at
PROF_1152,LOC:Quijo,Worked in
PROF_1152,LOC:Ren,Worked in
PROF_1152,LOC:Spain,Worked in
PROF_1153,ORG:Iques Et Phil,Studied at
PROF_1153,ORG:Section Des Sciences His,Studied at
PROF_1153,ORG:Universidad Complutense,Studied at
PROF_1153,ORG:Universidad Complutense de Madrid,Studied at
PROF_1153,ORG:University Of Cambridge,Studied at
PROF_1153,ORG:École Pratique Des Hautes Études,Studied at
PROF_1153,EDU:M.A,Has degree
PROF_1153,EDU:PhD,Has degree
PROF_1153,SUBJECT:Cambridge,Teaches
PROF_1153,SUBJECT:Philology,Teaches
PROF_1153,SUBJECT:Slavic Philology,Teaches
PROF_1153,SUBJECT:Slavic and Indo-European Studies,Teaches
PROF_1154,ORG:And Method,Studied at
PROF_1154,ORG:And Methodious,Studied at
PROF_1154,ORG:Solvay Brussels School,Studied at
PROF_1154,EDU:Bachelor in Economics,Has degree
PROF_1154,EDU:Master in Marketing,Has degree
PROF_1154,EDU:PhD,Has degree
PROF_1154,SUBJECT:Branding,Teaches
PROF_1154,SUBJECT:Economics,Teaches
PROF_1154,SUBJECT:Marketing,Teaches
PROF_1154,LOC:Belgium,Worked in
PROF_1154,LOC:Bulgaria,Worked in
PROF_1154,LOC:Macedonia,Worked in
PROF_1154,LOC:Makpetrol,Worked in
PROF_1154,LOC:Slovenia,Worked in
PROF_1155,ORG:Academic Bac,Studied at
PROF_1155,ORG:Panthéon Sorbonne,Studied at
PROF_1155,ORG:Université Paris I,Studied at
PROF_1155,ORG:Université Saint Joseph De Beyrouth,Studied at
PROF_1155,EDU:Ph.D,Has degree
PROF_1155,SUBJECT:Comparative Public Law,Teaches
PROF_1155,SUBJECT:Constitutional Law,Teaches
PROF_1155,SUBJECT:Law,Teaches
PROF_1155,ORG:Arab Association Of Constitutional Law,Worked at
PROF_1155,ORG:Max Planck Foundation For International Peace And The Rule Of Law,Worked at
PROF_1155,ORG:World Leadership Alliance Club De Madrid,Worked at
PROF_1155,LOC:Germany,Worked in
PROF_1155,LOC:Lebanon,Worked in
PROF_1155,LOC:Spain,Worked in
PROF_1156,ORG:Ma Theatre Arts,Studied at
PROF_1156,ORG:University Of Kent,Studied at
PROF_1156,EDU:PhD,Has degree
PROF_1156,SUBJECT:Kent at Canterbury,Teaches
PROF_1156,ORG:Dramatic Resources Top Team,Worked at
PROF_1157,ORG:California State University,Studied at
PROF_1157,EDU:B.S,Has degree
PROF_1157,EDU:MBA,Has degree
PROF_1157,SUBJECT:Business Administration,Teaches
PROF_1157,SUBJECT:Marketing,Teaches
PROF_1157,ORG:Alania Oil,Worked at
PROF_1157,ORG:Cape Jv,Worked at
PROF_1157,ORG:Or In,Worked at
PROF_1157,ORG:Pe Plc,Worked at
PROF_1157,ORG:Southern Europe Plastic Division,Worked at
PROF_1157,LOC:Albo,Worked in
PROF_1158,ORG:School Of Business,Studied at
PROF_1158,ORG:Um Laude,Studied at
PROF_1158,ORG:University Of Exeter,Studied at
PROF_1158,ORG:Western Colorado University,Worked at
PROF_1158,EDU:PhD,Has degree
PROF_1158,SUBJECT:Arts,Teaches
PROF_1158,SUBJECT:Exeter,Teaches
PROF_1158,SUBJECT:Management Studies,Teaches
PROF_1158,SUBJECT:Nature Inspired Innovation in Multinational Corporations,Teaches
PROF_1158,ORG:California Polytechnic University,Worked at
PROF_1158,ORG:Design Table,Worked at
PROF_1158,ORG:Innovation And Infra,Worked at
PROF_1158,ORG:Iomimicry Guild,Worked at
PROF_1158,ORG:Lyle Center For Regenerative Studies,Worked at
PROF_1158,LOC:Pomona,Worked in
PROF_1158,LOC:United States,Worked in
PROF_1159,ORG:Licenciatura En Periodismo,Studied at
PROF_1159,ORG:New York University,Worked at
PROF_1159,ORG:The Core School,Studied at
PROF_1159,ORG:Universidad De Na,Studied at
PROF_1159,EDU:Licenciatura en Periodismo,Has degree
PROF_1159,SUBJECT:Science in Global Affairs,Teaches
PROF_1159,ORG:Ars Magazine,Worked at
PROF_1159,ORG:Human Rights Watch,Worked at
PROF_1159,LOC:Spain,Worked in
PROF_1159,LOC:United States,Worked in
PROF_1160,ORG:Universidad Pontificia Comillas Icade,Studied at
PROF_1160,EDU:LLM,Has degree
PROF_1161,ORG:Duke University,Studied at
PROF_1161,ORG:Fuqua School Of Business,Studied at
PROF_1161,ORG:Universidad Complutense,Studied at
PROF_1161,ORG:Universidad San Pablo,Studied at
PROF_1161,ORG:University Of Navarra,Studied at
PROF_1161,EDU:MBA,Has degree
PROF_1161,EDU:PhD,Has degree
PROF_1161,SUBJECT:Marketing,Teaches
PROF_1161,SUBJECT:Navarra,Teaches
PROF_1161,ORG:Amrop Group,Worked at
PROF_1161,ORG:Frontier Strategy Group,Worked at
PROF_1161,ORG:Kellogg Iberia,Worked at
PROF_1161,ORG:Procter & Gamble,Worked at
PROF_1161,ORG:Seeliger Y Conde,Worked at
PROF_1161,LOC:Spain,Worked in
PROF_1162,ORG:Cum Laude,Studied at
PROF_1162,ORG:Simmons & Simmons Crime Bulletin,Studied at
PROF_1162,ORG:Supreme Court,Studied at
PROF_1162,ORG:Thomson Reuters,Studied at
PROF_1162,ORG:Universidad Autónoma de Madrid,Studied at
PROF_1162,EDU:Master in Corporate Law,Has degree
PROF_1162,EDU:PHD,Has degree
PROF_1162,SUBJECT:Advanced Studies,Teaches
PROF_1162,SUBJECT:Corporate Law,Teaches
PROF_1162,SUBJECT:Laws,Teaches
PROF_1163,ORG:Academic Ba,Studied at
PROF_1163,ORG:Universidad De Zaragoza,Studied at
PROF_1163,ORG:University Of Illinois At Chicago,Studied at
PROF_1163,EDU:Bachelor in Business Administration,Has degree
PROF_1163,EDU:Ph.D,Has degree
PROF_1163,SUBJECT:Business Administration,Teaches
PROF_1163,SUBJECT:Illinois at Chicago,Teaches
PROF_1163,SUBJECT:Public Policy Analysis,Teaches
PROF_1163,ORG:Agencia Espacial Europea,Worked at
PROF_1163,ORG:Centro Español De,Worked at
PROF_1163,ORG:Consorcio De La Zona Franca De Barcelona,Worked at
PROF_1163,ORG:Dad Española De Participaciones Industriales,Worked at
PROF_1163,ORG:Economic Policy,Worked at
PROF_1163,ORG:Economics Departament,Worked at
PROF_1163,ORG:Economics Department,Worked at
PROF_1163,ORG:Fundación Observatorio De Prospectiva Tecnológica Industrial,Worked at
PROF_1163,ORG:Fundación Para El Desarrollo De Las Nuevas Tecnologías Del Hidrógeno En Aragón,Worked at
PROF_1163,ORG:Fundación Zaragoza Logistics Center,Worked at
PROF_1163,ORG:Gerencia Del Sector Naval,Worked at
PROF_1163,ORG:Government Of Aragón,Worked at
PROF_1163,ORG:Instituto De Crédito Oficial,Worked at
PROF_1163,ORG:Instituto Tecnológico De Aragón,Worked at
PROF_1163,ORG:Ión Centro De Investigación De Recursos Y Consumos Energéticos,Worked at
PROF_1163,ORG:Ministry For Industry Tourism And Commerce,Worked at
PROF_1163,ORG:Research Department,Worked at
PROF_1163,ORG:Social Affairs And Family,Worked at
PROF_1163,ORG:Via Capital Riesgo,Worked at
PROF_1163,LOC:France,Worked in
PROF_1163,LOC:Paris,Worked in
PROF_1163,LOC:Spain,Worked in
PROF_1164,ORG:Harvard University,Studied at
PROF_1164,ORG:Princeton University,Studied at
PROF_1164,EDU:M.A,Has degree
PROF_1164,EDU:Ph.D,Has degree
PROF_1164,SUBJECT:Government,Teaches
PROF_1164,SUBJECT:Politics,Teaches
PROF_1164,ORG:Compass Ethics,Worked at
PROF_1164,ORG:Corporate Accountability International,Worked at
PROF_1164,ORG:Principia Advisory,Worked at
PROF_1164,ORG:Social Science Research Council,Worked at
PROF_1164,LOC:Switzerland,Worked in
PROF_1164,LOC:United States,Worked in
PROF_1165,ORG:Academic Ba,Studied at
PROF_1165,ORG:Conservatoire National Des Arts Et Métiers,Studied at
PROF_1165,ORG:Rbonne University Business School,Studied at
PROF_1165,ORG:University Of Paris Mines,Studied at
PROF_1165,EDU:B.A,Has degree
PROF_1165,EDU:PhD,Has degree
PROF_1165,SUBJECT:Management Accounting,Teaches
PROF_1165,SUBJECT:Organization Studies,Teaches
PROF_1165,ORG:Cic Bank,Worked at
PROF_1165,LOC:France,Worked in
PROF_1166,ORG:Iese Inseec Business School,Studied at
PROF_1166,ORG:University Of California,Studied at
PROF_1166,SUBJECT:Paris including summer session at University of California in Los Angeles in World Politics,Teaches
PROF_1166,ORG:Aets Partnership,Worked at
PROF_1166,ORG:American Express International,Worked at
PROF_1166,ORG:Amex Cards International,Worked at
PROF_1166,ORG:Amex Emea,Worked at
PROF_1166,ORG:Amex Uk,Worked at
PROF_1166,ORG:Ogilvy & Mather France,Worked at
PROF_1166,ORG:Santander Group,Worked at
PROF_1166,ORG:Sony Pictures Southern Europe,Worked at
PROF_1166,ORG:Ubs Wealth Management,Worked at
PROF_1166,LOC:London,Worked in
PROF_1166,LOC:Paris,Worked in
PROF_1166,LOC:Santander,Worked in
PROF_1166,LOC:Spain,Worked in
PROF_1166,LOC:Zurich,Worked in
PROF_1167,ORG:American Graduate School,Studied at
PROF_1167,ORG:London School Of Economics,Studied at
PROF_1167,ORG:Middle Tennessee State University,Studied at
PROF_1167,ORG:Psl Research University,Studied at
PROF_1167,ORG:University Of Paris Dauphine,Studied at
PROF_1167,EDU:MSc,Has degree
PROF_1167,EDU:PhD,Has degree
PROF_1167,SUBJECT:Anthropology,Teaches
PROF_1167,SUBJECT:Economics,Teaches
PROF_1167,SUBJECT:International Relations,Teaches
PROF_1167,SUBJECT:Paris Dauphine,Teaches
PROF_1167,SUBJECT:Philosophy,Teaches
PROF_1167,SUBJECT:Social Anthropology,Teaches
PROF_1167,ORG:Organisation For Economic Co Operation And Development,Worked at
PROF_1167,ORG:United Nations Educational Scientific And Cultural Organization,Worked at
PROF_1167,LOC:France,Worked in
PROF_1168,ORG:Academic Bac,Studied at
PROF_1168,ORG:And Security,Studied at
PROF_1168,ORG:College Of Europe,Studied at
PROF_1168,ORG:European Union,Studied at
PROF_1168,ORG:Fletcher School,Studied at
PROF_1168,ORG:Sofia University,Studied at
PROF_1168,ORG:Tufts University,Studied at
PROF_1168,ORG:University Of St. Gallen,Studied at
PROF_1168,EDU:Master in International Relations and Diplomacy of the European Union,Has degree
PROF_1168,EDU:Master in International Relations and Security,Has degree
PROF_1168,EDU:Master in Law and Diplomacy,Has degree
PROF_1168,EDU:Ph.D,Has degree
PROF_1168,SUBJECT:International Relations and Diplomacy of the European Union,Teaches
PROF_1168,SUBJECT:International Relations and Security,Teaches
PROF_1168,SUBJECT:Law and Diplomacy,Teaches
PROF_1168,SUBJECT:Organizational Studies and Cultural Theory,Teaches
PROF_1168,ORG:Clarivate Analytics,Worked at
PROF_1168,ORG:Thomson Reuters,Worked at
PROF_1168,ORG:World Bank Group,Worked at
PROF_1168,LOC:Austria,Worked in
PROF_1168,LOC:Germany,Worked in
PROF_1169,ORG:Instituto De Estudios Superiores De La Empresa,Studied at
PROF_1169,ORG:Oxford Brookes University,Studied at
PROF_1169,ORG:Oxford Polytechnic,Studied at
PROF_1169,EDU:BSc,Has degree
PROF_1169,EDU:MBA,Has degree
PROF_1169,SUBJECT:Business Administration,Teaches
PROF_1169,SUBJECT:Estate Management,Teaches
PROF_1169,ORG:Asset Management,Worked at
PROF_1169,LOC:Invesco,Worked in
PROF_1169,LOC:Madrid,Worked in
PROF_1170,ORG:And Business Administration,Studied at
PROF_1170,ORG:Deusto Business School,Studied at
PROF_1170,ORG:Insead Business School,Studied at
PROF_1170,EDU:Bachelor in Economy and Business Administration,Has degree
PROF_1170,EDU:MBA,Has degree
PROF_1170,SUBJECT:Business Administration,Teaches
PROF_1170,SUBJECT:Economy and Business Administration,Teaches
PROF_1170,ORG:Bull Company,Worked at
PROF_1170,ORG:Mckinsey & Co,Worked at
PROF_1170,LOC:Denmark,Worked in
PROF_1170,LOC:France,Worked in
PROF_1170,LOC:Italy,Worked in
PROF_1170,LOC:Spain,Worked in
PROF_1171,ORG:Ción De Sociedades,Studied at
PROF_1171,ORG:Ción Y Ex,Studied at
PROF_1171,ORG:De Sociedades Anónimas,Studied at
PROF_1171,ORG:Editorial Ciss,Studied at
PROF_1171,ORG:Editorial Instituto De Empresa,Studied at
PROF_1171,ORG:Emisión De Ob,Studied at
PROF_1171,ORG:Gaceta De Los Negocios Y Cinco Días,Studied at
PROF_1171,ORG:Ideas Empresariales,Studied at
PROF_1171,ORG:Ión De Socios En Sociedades Limitadas,Studied at
PROF_1171,ORG:Liability Companies,Studied at
PROF_1171,ORG:Organización De La Ad,Studied at
PROF_1171,ORG:University Of Navarra,Studied at
PROF_1171,EDU:LLM,Has degree
PROF_1171,SUBJECT:Ideas Empresariales,Teaches
PROF_1171,SUBJECT:Navarra,Teaches
PROF_1173,ORG:International School Of Management,Studied at
PROF_1173,ORG:University Of Münster,Studied at
PROF_1173,ORG:University Of St. Gallen,Studied at
PROF_1173,EDU:B.A,Has degree
PROF_1173,EDU:M.Sc,Has degree
PROF_1173,EDU:Ph.D,Has degree
PROF_1173,SUBJECT:Business Administration,Teaches
PROF_1173,SUBJECT:International Management,Teaches
PROF_1173,SUBJECT:Management,Teaches
PROF_1173,ORG:Deloitte Consulting,Worked at
PROF_1173,ORG:German Tennis Association,Worked at
PROF_1173,ORG:Rightnow Gmbh,Worked at
PROF_1173,LOC:Germany,Worked in
PROF_1173,LOC:Switzerland,Worked in
PROF_1174,ORG:Tel Aviv University,Studied at
PROF_1174,SUBJECT:Economics,Teaches
PROF_1174,ORG:Ere Technologies,Worked at
PROF_1174,ORG:Founders Kitchen Vc,Worked at
PROF_1174,LOC:Israel,Worked in
PROF_1174,LOC:United States,Worked in
PROF_1175,ORG:And Product Design,Studied at
PROF_1175,ORG:Basque Culinary Center,Studied at
PROF_1175,ORG:Ied Madrid,Studied at
PROF_1175,ORG:Eatable Adventures,Worked at
PROF_1175,ORG:Europeo Di Design,Worked at
PROF_1175,ORG:Food Innovation Hub,Worked at
PROF_1175,ORG:La Nave Pm,Worked at
PROF_1175,ORG:Mexicana De Diseño,Worked at
PROF_1175,LOC:De Boisbuchet,Worked in
PROF_1175,LOC:France,Worked in
PROF_1175,LOC:Madrid,Worked in
PROF_1175,LOC:Mexico Df,Worked in
PROF_1175,LOC:México D,Worked in
PROF_1176,EDU:Bachelor in Law and Corporate Lawyer,Has degree
PROF_1176,EDU:PhD,Has degree
PROF_1176,SUBJECT:Law and Corporate Lawyer,Teaches
PROF_1176,SUBJECT:Spanish Literature,Teaches
PROF_1176,LOC:Abogados,Worked in
PROF_1176,LOC:Madrid,Worked in
PROF_1176,LOC:Spain,Worked in
PROF_1178,ORG:European University Institute,Studied at
PROF_1178,ORG:Lisbon College Of Music,Studied at
PROF_1178,ORG:University Institute Of Lisbon,Studied at
PROF_1178,EDU:Master in Political Science,Has degree
PROF_1178,EDU:PhD,Has degree
PROF_1178,SUBJECT:Lisbon,Teaches
PROF_1178,SUBJECT:Music,Teaches
PROF_1178,SUBJECT:Political Science,Teaches
PROF_1179,ORG:Concordia University,Studied at
PROF_1179,ORG:Mcgill University,Studied at
PROF_1179,ORG:University Of Massachusetts,Studied at
PROF_1179,EDU:PhD,Has degree
PROF_1179,SUBJECT:Communication,Teaches
PROF_1179,SUBJECT:Massachusetts,Teaches
PROF_1180,ORG:Academic Bac,Studied at
PROF_1180,ORG:Complutense University,Studied at
PROF_1180,ORG:Complutense University & Polytechnic University,Studied at
PROF_1180,ORG:Mplutense University,Studied at
PROF_1180,ORG:Stats And Or,Studied at
PROF_1180,EDU:PhD,Has degree
